tid,mxm_tid,artist_name_mxm,title_mxm
TRMMNZV128F933A2D1,3480780,Diego Torres,Alguien la Vio Partir
TRMMNQX128F9323F75,1247377,The Space Brothers,Forgiven
TRMMNIO128F92D67C8,6136377,La Rumeur,"Du sommeil, du soleil, de l'oseille"
TRMMNEL128F4281683,8236158,Mr. V,Put Your Drink Down
TRMMNLX12903CC32E8,7527060,Johnny Fiasco,Groove On (Fiasco's Deep & Groovy mix)
TRMMNRO12903CD3C8C,9696713,Eric Chase,If You Tolerate This
TRMMNDH12903CEC363,2903703,Clann Zú,One Bedroom Apartment
TRMMNBS128F422B2A5,2650278,Panzer AG,Tides That Kill (Panzer AG vs. Symbiont)
TRMMNEI128F92F92E8,4985358,Nicole Willis,Didn't Feel No Pain
TRMMNPQ12903CAFD18,9595079,The Morning Benders,Cold War (Nice Clean Fight)
TRMMNMG128F9330934,11146877,Go West,I Want to Hear It From You
TRMMNSJ128F931E30C,1357293,Skillz,"Unseen World (feat. Dr. Mindbenda, Javon the Medieval, Kalonji the Immortal, Lil' Roc & Lonnie B.)"
TRMMNAK128F1482D23,9980724,Ludwig van Beethoven,String Quartet No. 12 in E-flat major Op. 127: III. Scherzo: Vivace
TRMMNYM128F42596AE,6836438,Jacek Kaczmarski,Rehabilitacja komunistów
TRMMNYS128F4226E14,2421038,Wealthy Beggar,Sucker 4U
TRMMNIK128F9350CB6,5837610,Winter Hours,Familiar Places
TRMMNWR12903CAA849,7296843,Texta,(So schnö kaust gor net) Schaun! (feat. Attwenger)
TRMMNPT128F428E2E8,2047050,Shane MacGowan and The Popes,Come to the Bower
TRMMNAV128F42303FA,8625024,Duderstadt & Kirsty Hawkshaw,Beatitude
TRMMNHC128F9316A4F,13424912,Auditory Canvas,Mystery Trip
TRMMNBW128F4230214,4791307,La Sonora Dinamita,El Viejo Del Sombreron
TRMMNUO128F42374C2,4459682,Larry the Cable Guy,The First Queer Santy Claus
TRMMNFZ128F4251BB4,9525284,Roy Brown,Big Town
TRMMNCO128F4255DE0,4999993,The Violet Burning,Blown Away
TRMMNWF128F42889CB,6975591,Billy Bragg,Sing Their Souls Back Home
TRMMNCI128F9331E8E,7179174,Richard Galliano & Michel Portal,Mozambique
TRMMNYS128F932A674,8234489,Jimmy Nail,Love Don't Live Here Anymore
TRMMNDO128F422FBE3,8538338,Sleepy John Estes,Special Agent (Railroad Police Blues)
TRMMNHS128F92E19EC,8420049,Rockin' Squat,Triste tropique (feat. Olodum & Edy Vox)
TRMMNCI128F9310D00,8282441,Radiohead,Nothing Touches Me
TRMMNZH128F92CF7D0,8678142,Buster Brown,Sugar Babe
TRMMPPX128F930C1AE,629461,Joe Heaney,An Sagairtin
TRMMPLE128F93004D1,734428,R. Carlos Nakai,World of Rainbows
TRMMPCY128F4253A20,1026174,Tony Levin,Bone & Flesh
TRMMPDE128EF345E8E,8438898,Alarm Clocks,You're Always Near
TRMMPFN12903CC3842,8756341,Magnatiz,Me he acostumbrado
TRMMPDJ128F429472E,2754598,Little River Band,Help Is on Its Way
TRMMPYQ12903D05831,5226336,Brainbox,Salt & Velvet (Remix)
TRMMPDJ12903CE8A4C,6655654,Pauline Croze,Décembre
TRMMPZS128F42246B9,8959495,Dee Clark,Nobody but You
TRMMPTV128F425B7FB,6109300,Epos,Adagio Espressivo (Singular's Theme From Mellomania intro mix)
TRMMPDO128F426FFB7,1695824,Alan Silvestri,"""I Need Terry Sheridan"""
TRMMPNQ128F42A2438,3290311,Lucio Battisti,Le formiche
TRMMPCG128F92D53AF,3009780,Oingo Boingo,I'm So Bad
TRMMPRX128F428B8A4,6256915,*shels,Atoll
TRMMPRA128F4280BA2,3909154,Claudia Church,Lost In A Feeling
TRMMPLV128F425F37F,6103401,Heaven 17,"Play to Win (12"" extended version)"
TRMMPXE128F933AC58,2591583,Mara Carlyle,It's Time
TRMMPJN128F42ADCEE,1592680,Jonah33,Beautiful
TRMMPEZ12903CF8FDE,7520474,Darren Hayman,Eastbourne Lights
TRMMPCF128F4267BBF,5902876,iiO,Runaway (Ford remix radio edit)
TRMMPHL128F92F8C7D,4457597,Confucius,"Round the Bays, Part 1 (feat. Daneja)"
TRMMPDL128F426DC0E,4116237,Danny O'Keefe,3.10 Smokey Thursday
TRMMPJI128F1460051,2533419,The Band,4% Pantomime
TRMMPSL128F92FC2E7,8077309,Mississippi John Hurt,Chicken
TRMMPYK128F4288435,6086430,Handsome Furs,Dead + Rural
TRMMPJG12903CE3BF7,8131696,Ametsub,The Solo to Untamed Place
TRMMPIM128F932EB1E,3198079,Gandalf,In the Presence of Angels
TRMMPTG128F42A6ACA,1907937,Avant,Private Room
TRMMPUD128F92F6632,5942286,Mind:State,Black Angel (album mix)
TRMMPHJ128F934A67C,1033639,Kevin Kern,Passages
TRMMPCJ12903D06C27,2854546,Hilt,Green Love
TRMMPES128F427AE17,4923447,Azymuth,Roda Pião (Spiritual South remix)
TRMMPZR128F92E798C,6773799,Trap Them,Day Fifteen - CitizeNihilist
TRMMPGW128F426B583,2851450,Cheap Trick,Stop This Game
TRMMPZR12903C9E487,575455,Johnny Thunders & The Heartbreakers,Flight
TRMMPMY128F932B57A,9075894,Reginald R. Robinson,The 19th Galaxy
TRMMPUH128F930566F,868496,Issa Bagayogo,Tamagnoko
TRMMPZM128F14A2184,556557,Blind Melon,All That I Need
TRMMPXI128F92C5F54,1010755,Nicole C. Mullen,Homemade
TRMMPDZ128F9334444,4024801,Fyah Blaze,Curfew
TRMMPDK128F426B904,1087195,Sir Mix-A-Lot,What's Real
TRMMPTS128F933ED41,9558234,Wallis Bird,LaLa Land (acoustic version)
TRMMPZC128F92DA6AC,4353285,Tree,Try
TRMMPLI128F933BCE7,8747566,Anjulie,Some Dumb Girl
TRMMPPM128F92E0C5E,3183156,The Sharks,Ghost Train
TRMMTCR128F4243D60,1176119,Mr. Phillips,7th Day (Mr. Phillips 'Wednesday @ BCM')
TRMMTDT128F4235077,6194641,Roll Deep,Penpals
TRMMTRB128F427264E,1310614,Lauryn Hill,Selah
TRMMTJO128F4298590,5415951,Nick Heyward,Over the Weekend
TRMMTRB128F1494A7F,4234551,Cali,Pour Jane
TRMMTAK128F4234FBA,8760494,Micky Modelle vs. Jessy,Dancing in the Dark
TRMMTDW128F422A7F0,1986948,Kataklysm,As I Slither
TRMMTSY128F9349E98,6820238,No Name,Thoughts Pay No Toll
TRMMTUS128F9365841,8369125,Noisettes,Don't Upset the Rhythm (Go Baby Go)
TRMMTYK12903CF82DC,8817111,Tides of Man,Not My Love
TRMMTTM128F92FD3CF,3583697,Foo Fighters,Still
TRMMTSW12903D09897,4157790,Silhouette Brown,Time Waits for No One
TRMMTKP128F4215E15,4533245,John Brown's Body,Bread
TRMMTVL128F933F6EE,1266776,Molly Hatchet,Dreams of Life
TRMMTDB128F93043E4,2679475,Scienz of Life,Anthology: A Tribute to Music (feat. U-George)
TRMMTKD128F930DFFF,7797977,The Souljazz Orchestra,Parasite
TRMMTZI128F92DE39F,8266509,Richard Swift,The Atlantic Ocean
TRMMTDZ128F92E5ADE,6677917,Fausto,Eu Tenho Um Fraquinho Por Ti
TRMMTZA128F93417B0,13303649,Natural Born Grooves,Bad Bad Baby (Peter Luts remix) (feat. Thea Austin)
TRMMTLQ128F934DC5F,6322329,Hurl,Radishes
TRMMTLZ128F932B858,8265081,The Reggae Boys,Mama Look Deh
TRMMTKJ128F92D4233,4005943,Underground Kingz,Pocket Full of Stones
TRMMTKA128F42A51E7,3204635,Matisyahu,Warrior
TRMMTWU128F4241EAF,11128828,Tony Joe White,Old Man Willis (Single Version)
TRMMTRI128F4281A55,3232155,Emilíana Torrini,Heartstopper
TRMMTSU128F42A8BEB,6995464,Mikael Stavöstrand & Franco Cinelli,M Forever
TRMMTRV12903CBBDD4,8237426,The Haunted,Meat Wagon
TRMMTOD12903CC979F,9215540,Johnny Pearson,Energy Vibrations
TRMMTLY128F9307D1E,9074990,Naomi Shelton and the Gospel Queens,Lift My Burdens
TRMMTEP128F9341976,10014014,The Five Keys,The Glory of Love
TRMMTOQ128F9338154,6484088,Vitesse,Running and Hiding
TRMMTWM128F4217802,1878897,Leatherface,Do the Right Thing
TRMMTCJ128F930B0DD,1016305,Maurice Ravel,Bella Bella
TRMMTTB128F426A9B3,4111905,Agathodaimon,Light Reborn
TRMMTHR128F429DA42,4334595,Bounty Killer,Lodge
TRMMTFD128F930A255,5072160,Lullaby for the Working Class,The Utilitarian Christmas Jingle
TRMMTHZ12903CC20C1,1241593,The Creators,Watch Us Touch (feat. Consquence)
TRMMTRY128F1496C87,4435348,Marco Parente,Colpo di specchio
TRMMTFB128F92EC39D,7969056,Jesse James,Southern Casey Jones
TRMMTIP128F92FD1DE,7381663,Coco Electrik,Your Love Is Gum (remixed by Royal Appointment)
TRMMTTE12903CBF259,7512404,Busta Rhymes,We Made It (feat. Linkin Park) (amended version)
TRMMTOL128F92FFBA1,8053956,Keni Burke,You're the Best
TRMMTYY128F14A513B,4104122,The Badloves,Live
TRMMTXU128F92CF84D,591888,Daddy Freddy,Haul & Pull
TRMMTKC128F42821B7,1757744,Audio Two,Giz Starts Buggin'
TRMMTWM12903CD6C2D,4412168,Charley Pride,All I Have to Offer You Is Me
TRMMTOK128F930F02E,3430400,Loudness,Lonely Player
TRMMTUJ128F424B8CC,1025270,Louis Armstrong,Jeepers Creepers
TRMMUDB128F422B2A9,2650282,Panzer AG,Pure Tension
TRMMUGO12903CBBBAE,7462860,Barbara Mason,"Oh, How It Hurts"
TRMMUMF128F145DD49,1757732,Love Sculpture,Seagull
TRMMUCQ128F428A3F0,4077393,Steve Morse,The Clap
TRMMULC128F1487718,1168807,The Stranglers,In the Shadows
TRMMUET128F93125DF,9109287,Les Hurlements d'Léo,Chipoti chipota
TRMMULJ128F92F9198,1052902,Nick Lowe,Withered on the Vine
TRMMUVM128F424832D,6076035,So So Modern,Vulture Kisses
TRMMUPZ128F4266AA8,6553022,Lofofora,Mémoire de singes
TRMMUWQ128F9327388,3806782,George Duke,Summer Breezin'
TRMMUAP128F9314D67,2923653,Ana Gabriel,Paz en Este Amor
TRMMUVV12903CB4154,13233229,220 Volt,Don't Come My Way
TRMMUZX128F4226526,9638619,Zero le Crêche,Future King
TRMMUJQ128F9344164,8689303,Clint Mansell,Memories (Someone We'll Never Know)
TRMMUWR128F930C910,628116,Special EFX,Awakening
TRMMUMI128F14AFD72,2062306,Kreidler,La Casa I
TRMMUZV128F428DCED,5705952,Gallows,Abandon Ship
TRMMUYN12903CE2A68,9367359,"Allo, Darlin'",Will You Please Spend New Year's With Me?
TRMMUHJ128F4250C7D,4960107,La Descente du coude,L'axe du mal malaxé
TRMMUIL128F1463720,4054990,Eric Clapton,After Midnight
TRMMUOT128F42662F9,3097037,Mikey Dread,Cover Dub
TRMMUGI128F9303F17,10258092,Hurricane Bells,Monsters
TRMMUBQ128F42B81FD,7409855,Miley Cyrus,The Driveway
TRMMULM12903CE1375,3377701,Ramesses,Ramesses II
TRMMUFR12903CE7F2F,7464784,Junior Delgado,Liberation
TRMMUDL12903CF575A,9057355,Mergel Kratzer,Xina
TRMMUPD128F933603A,1597806,Jeff Beck,Tallyman
TRMMUQH128F425BD6E,1866002,A Flock of Seagulls,Nightmares
TRMMUXY128F426CA89,5503716,Sukshinder Shinda & Jazzy B,Oh Na Kuri Labdi
TRMMUBC128F92FB7F1,5275543,Burning Babylon,Rude Boots
TRMMUTU128F4243F10,4971581,Phalanx,Symphony in Gminor (Dejavu remix)
TRMMUDZ128F93333BD,3915704,Sergio Vargas,Las 40
TRMMUMK128F932B16B,7874697,Mesajah,Moc słowa (feat. Junior Stress)
TRMMUMK12903CA7B75,7081155,Leona Lewis,Here I Am
TRMMUXL128F428A29D,4514494,アルファ,No Changes in My Life
TRMMUNA128F4266F62,916310,Bruce Springsteen,Better Days
TRMMUJU128F4274E68,3973339,Classix Nouveaux,No Other Way
TRMMUOV128F14550D0,9392019,Ludwig van Beethoven,"String Quartet No. 3 in D major, Op. 18 No. 3: I. Allegro"
TRMMUEQ128F427E68A,2473758,Merche,Vete de aquí
TRMMUUR128F423E57D,3275278,Johnnie Ray,Such a Night
TRMMUUK128F9345143,745250,Alison Krauss,Forget About It
TRMMUGI128F42B0711,5251378,Hope of the States,Bonfires
TRMMUQS128F424CD1D,6870821,Carnival in Coal,Baker Street
TRMMLSY128F4284F16,9066133,Splender,The Loneliest Person I Know
TRMMLNP128F9308A1E,9970223,Marion Raven,At the End of the Day
TRMMLLC128F9308A92,6491171,Deborah Harry,You're Too Hot
TRMMLDW12903CF2E10,996602,Kotipelto,Knowledge and Wisdom
TRMMLYI128F4236A75,1691797,Normal Like You,Picture Frames
TRMMLZW128F934B9F6,3039482,CRASH,Turn to Dust
TRMMLHW128F424C85D,4940753,Neviss,Iceland
TRMMLLU128F4269B6A,2067343,Your Enemies Friends,Columnist
TRMMLTO128F92FA4E4,8514847,Marc Broussard,Keep Coming Back (live)
TRMMLJV12903CD732E,8939422,Big Star,Mod Lang (alternate mix)
TRMMLJL128F934AAC5,5454376,Epidemic,Three Witches
TRMMLRG128F426833E,607632,Disembowelment,Cerulean Transience of All My Imagined Shores
TRMMLJM128E07920FB,2468721,The Holiday Plan,Around My Wrist
TRMMLLN128F9346265,1605773,UZEB,Son Song
TRMMLZZ128F93049D5,4931056,Viola,Nostalgia Amnesia
TRMMLLV128F147AF4B,5160477,Agressiva 69,Some Bizzare
TRMMLPV128F424FF51,5378361,Technicolor with Flowchart,Casio Jawn
TRMMLFG128F421F685,898803,Boredoms,Super Going
TRMMLBN128F424ABD6,4252437,Doug Hoekstra,Matter of Fact
TRMMLVS12903CBD2FD,1187178,Lila McCann,Can You Hear Me
TRMMLUF128F931FE45,8521269,Asphalt Jungle,Medusa
TRMMLMQ12903D0A139,9434464,Novaspace,Love Changes Everything (radio edit)
TRMMLFE128F427013B,9723343,Charlie Gracie,My Baby Loves Me
TRMMLAI12903C9B468,6138275,Supreme Majesty,Until the End of Time
TRMMLPJ128F932CC6D,8469787,Video Nasties,HNB
TRMMLEH128F92D24C8,4490392,Peret,Lo mato
TRMMLDH12903D01D8D,6361491,Otros Aires,Allerdings Otros Aires
TRMMLUW128E078EF9E,4675169,702,Steelo (remix)
TRMMLGQ128F427F900,9644094,Blind Blake,Keep It Home
TRMMLHV128F930E3A2,6844093,Kaizers Orchestra,Enden av november
TRMMLMT128F4264A4B,1161037,Charlie Peacock,One Thing
TRMMLLE12903CEC726,1458693,2 Brothers on the 4th Floor,One Day (Soul Relation mix)
TRMMLOU128F934B333,7884154,Mikromusic,Kołysanka Karolinki
TRMMLMH128F4288E9B,3746126,Doug Stanhope,New Holes
TRMMLEA128E0788DBD,673829,The Smashing Pumpkins,Crush
TRMMLNF128F4295146,5839509,Lord Creator,Someday
TRMMLLA12903CD5728,2387639,Deaf Shepherd,Logan Braes
TRMMLTB128F92E50AA,9668480,American Hi-Fi,The Break Up Song
TRMMLLQ128F42A9B57,1893002,Carla Cook,September Song
TRMMLLR128F1479ED3,3561290,Scout Niblett,Valvoline
TRMMLIR128F145470A,3410358,Jump5,I've Got the Music in Me
TRMMLBN128F427B003,7566283,La Barranca,La Fuga de Ruben
TRMMLOP128F147141F,5672479,Dinamita pa los Pollos,Toro mecánico
TRMMEEV128F1485282,6466561,The Chiffons,Mystic Voice
TRMMEOC12903CD0EA0,6973119,Johan Skugge,Canadanada
TRMMEHV128F934848A,8924966,Lost Valentinos,Midnights
TRMMEIF128F145F0D9,1785137,Bill Nelson's Red Noise,A Better Home in the Phantom Zone
TRMMEJG128F1451C88,2880614,Su-Paka-Pooh,Theme De Yo-Yo (Restless Soul Peak Time remix)
TRMMEWQ128F4292A1F,3186470,Lou Reed,Walk on the Wild Side
TRMMEJF128F9356031,7201895,Audrey Gagnon,Parle-moi encore de toi
TRMMEXX128F14554F3,4514895,Tone Damli Aaberge,The Moon Is a Harsh Mistress
TRMMEMA128F930DE6B,7535481,Delegation,Sho' 'Nuff Sold on You
TRMMEYX128F933A053,3041672,Dim Mak,To the Negative Power
TRMMEXP128F92EFBF8,1513330,Celebrate the Nun,You Make Me Wonder
TRMMEIS128F92F758D,8087928,Suns of Arqa,Govinda's House in the City of Nine Gates (SFGT mix)
TRMMERI128F14B0D73,768400,Rebecca St. James,"Jesu, Joy of Man's Desiring"
TRMMEVV128F149F2B3,5806185,Patrick Wolf,Get Lost
TRMMEWA128F4278B3A,9849330,Chris Botti & Shawn Colvin,All Would Envy
TRMMEGV128F426D5D6,8413020,David Palmer,Aranjuez Concerto
TRMMEWC128F934CD1E,1412169,Copywrite,Tower of Babble (feat. Smut Peddlers)
TRMMEHH128F4233322,2440689,The Samples,Across the Sea
TRMMEMY128F4291597,2365857,Halo,A Soft Place
TRMMEEJ128F1451E22,3948364,Terry Callier,Vocal Intro: Imagine a Nation
TRMMEWO128F42A1650,5740878,Haddaway,You're Taking My Heart (DJ Stevie Steve's radio edit)
TRMMEON128F4294F27,645051,Pablo Francisco,Country Music / Mexican Cowboy / Tough Cowboy
TRMMEIG128EF344053,5448905,Lee Ritenour,Blue Days (Dias Azuis)
TRMMEGE128F4293333,6577534,Master Blaster,Walking in Memphis
TRMMERC128F4275D42,6979896,DeVotchKa,Along the Way
TRMMENV12903CDDA6A,5395886,Darrell Scott,Shattered Cross
TRMMERA128F92ED03F,13309862,Menno de Jong & Leon Bolier,Last Night Tonight
TRMMEKW128F42325B7,9768544,Adam Sandler,Forgetful Lucy
TRMMEZT128F9333BAF,5562793,Kidz Bop,Girl Next Door
TRMMEIH128F92FEE6F,7755481,Tristan Garner,Freedom (feat. Graig Smart)
TRMMEBA128F42579F2,8621899,Royal Treatment Plant,Hope Is Not Enough
TRMMEMN12903CA5B30,4079004,Tocotronic,Ja
TRMMEJB12903CE608F,2759016,Lauryn Hill,The Passion
TRMMENN128F42683B8,3634664,Lynch Mob,Tooth & Nail
TRMMEVU128F9321C0E,9554731,Rocazino,Hallo Hallo
TRMMEHS128F42267F1,1949394,Iain Archer,Pressure Drop
TRMMEAP12903CBD79F,7380900,El niño gusano,Capitán mosca (Hong-Kong Phooey mix)
TRMMERZ128F9309B1F,6632181,Axe Riverboy,Guard
TRMMELP128F9305576,8902242,Claire Voyant,Flicker
TRMMEHJ128F424F7CF,3221713,Cheer-Accident,Filet of Nod
TRMMEHS128F92FF272,1604461,Funeral for a Friend,Kiss and Make Up (All Bets Are Off)
TRMMEMD128F428BCE6,1767173,Hanson,Penny and Me
TRMMEZR128F92E3421,8029681,Herbie Mann,Between the Devil and the Deep Blue Sea
TRMMEKF128F935E197,3251090,Tito Puente,Al Ritmo Del Cha Cha Cha
TRMMJJY128F92E3BC4,8966475,D.I.T.C.,"I Flip Styles (feat. Grand Puba, Sadat X and Diamond D)"
TRMMJLQ128F42645E7,7594674,Eldkvarn,Bröllop i Bolivia
TRMMJJH12903CF8B69,8010512,Max Bruch,"Violin Concerto No. 1 in G minor, Op. 26: III. Allegro energico"
TRMMJLB12903CABB0B,5563674,Lillebjørn Nilsen,Nattestemning fra en by
TRMMJOM128F4237141,3617554,DevilDriver,Sin & Sacrifice
TRMMJWW128F4289B8F,3819565,Useless ID,Pink Stars and Magazines
TRMMJUM12903CDB560,5175472,Mistah F.A.B.,Let Me Do My Thang (feat. Kato & Yukmouth)
TRMMJIP128F42B06CD,5243222,Keb' Mo',Rita
TRMMJSZ128F930E500,8437874,Magic Arm,Move Out
TRMMJGF128F92E62DC,8300150,Mischa Daniëls,Take Me Higher
TRMMJMQ12903CAFA1D,9408783,Disco Freaks,Take Me 2 the Sun
TRMMJIO128F427FB43,2586667,Deep Forest,Will You Be Ready (feat. Angela McCluskey & Chitose Hajime)
TRMMJND128F14A229F,848311,Bob James,I Feel a Song (In My Heart)
TRMMJSN12903D0A204,9605527,Immolation,The Purge
TRMMJRA128F92D11C4,985020,Al Green,What Am I Gonna Do With Myself
TRMMJHT128F426622B,1150851,Les Innocents,Fous à lier
TRMMJKZ128F930998E,9594542,Prefuse 73,7th Message
TRMMJCR128F932896A,10201983,Romanowski,"Dance, Dance, Dance"
TRMMJUZ128F9319340,11267621,Furthest From the Star,So Many Goodbyes
TRMMJWZ128F4256D38,4662903,Martha and the Muffins,Sinking Land
TRMMJKY128F935280A,7136071,Cannonball Adderley,Lonely Dreams
TRMMJLB128F149664D,8924646,The Righteous Brothers,Drown in My Own Tears
TRMMJCI128F42471AA,2981732,Timesbold,Sewn in Seems
TRMMJSR128F9307702,8229722,Indochine,Bye Bye Valentine
TRMMJBB128F42576F7,2749575,Slim Cessna's Auto Club,Thorny Crown
TRMMJFG128EF355EB1,3280895,The Great Redneck Hope,"Call Me Old-Fashioned, but I Think Trains Are Kick-Ass."
TRMMJNW128F92FFD2B,1552868,Broadcast,Before We Begin
TRMMJGN12903CCFB4B,13139379,The-Dream,Love vs. Money: Part 2
TRMMJKT12903CA4718,6887361,Transilvanian Beat Club,Excess Deluxe
TRMMJPU128F92F336F,2173920,dead prez,Don't Forget Where U Goin'
TRMMJZA128F42540C3,8546051,Ricki-Lee,U Wanna Little of This
TRMMJMO12903CE88B5,2518640,André van Duin,Een echte vriend
TRMMJQR128F93421C6,760975,Stone Temple Pilots,A Song for Sleeping
TRMMJWM12903CE5AEE,12248246,Linda Hopkins,I'm Going to Cry Right Out of My Mind
TRMMJCW128F92F6334,8822474,La Lupita,Hay Que Pegarle a La Mujer
TRMMJUW128F425E5E3,8853431,Yvette Horner,Au cœur de la danse
TRMMJXM128F4250CBA,8744545,Eric B. & Rakim,Set 'em Straight
TRMMJIO128F931DAE5,8634345,Lushlife,Another Word for Paradise (feat. Camp Lo)
TRMMJDS12903CE4CC7,3485969,Petula Clark,Se te ne vai
TRMMJMA128F4289B2F,2959860,Clay Aiken,Don't Save It All for Christmas Day
TRMMJGY128F92EF8C6,805562,Claude-Michel Schönberg,Bring Him Home
TRMMJZQ128F42941D9,5432188,Thunderbirds Are Now!,Why We War
TRMMJFC12903C95808,4754940,Sir Harry Lauder,Stop Your Tickling Jock
TRMMJFH12903CBC710,8721586,Jazz Liberatorz,Music Makes the World Go Round (20syl remix) (feat. Declaime)
TRMMJHB128F42411E8,1039470,Cat Power,Cross Bones Style
TRMMJJS128F148A808,5567890,Anita Lipnicka & John Porter,Chelsea Hotel #2
TRMMJUY12903CEF1E5,5506176,Été 67,Tu n'es pas la
TRMMSNV128F934A644,576911,Frankie Yankovic and His Yanks,Let's All Dance the Pittsburgh Way
TRMMSMZ128EF3441A3,4749372,Shawn McDonald,My Salvation
TRMMSWR128F93263D5,3654309,Lionel Richie,Can't Slow Down
TRMMSTU128F92EFFA0,860162,Ween,Push th' Little Daisies
TRMMSUH128F9331B73,3862892,Christopher,All I Have to Give
TRMMSFU128F424FC05,2332431,The Klezmatics,Bulgars #2
TRMMSIX128F42883D7,3422875,Phyllis Hyman,Under Your Spell
TRMMSZF128F92EDC47,8862491,Lions at Your Door,C-C-C-Crossfire
TRMMSMW128F427ED0C,6260577,Basia Bulat,I Was a Daughter
TRMMSXG128F4260B30,1376113,Blue Öyster Cult,I'm on the Lamb but I Ain't No Sheep
TRMMSWJ12903CB2CD3,13819798,Jochen Miller,Red One
TRMMSTR128F930BCEE,4786072,Sibylle Baier,Give Me a Smile
TRMMSLV12903CDA9F9,8705657,Minipop,Wearing Thin
TRMMSXZ128F14A58E3,6044968,Art Garfunkel,Let's Fall in Love
TRMMSNN128F934B9BE,7147716,The Last,Every Summer Day
TRMMSRQ128F92F29D2,1084719,MC Paul Barman,Burping & Farting
TRMMSVU128F425BCAA,5166908,Drag the River,Medicine
TRMMSQH128F42A8328,5289008,Sweet,Done Me Wrong All Right
TRMMSNP128F423CC5D,2361336,Guardian,Queen Esther (mellow remix)
TRMMSRS128F1458D99,1495936,Peter Hammill,Golden Promises
TRMMSQC128F92F8FF3,7705911,Ghost of the Russian Empire,The Winter Soldier
TRMMSRC128F42A74FE,5583150,Marcel,Ein grüner Frosch sitzt im Bikini
TRMMSTZ128F92D226F,8699105,Scorpions,Dark Lady
TRMMSXV12903CC16FC,4507017,Zion I,Do It
TRMMSKE128F9307AD9,3787593,Olga Tañón,Desde Que Llegaste a Mi
TRMMSHP12903CAF36F,3381588,Eddie Kirkland,Georgia Woman
TRMMSYD128F426B842,5918046,Niño y Pistola,This Shit Again
TRMMSHL128F42933EB,905973,Clint Black,You Don't Need Me Now
TRMMSPH12903CB18A2,6504552,David Crowder Band,Rain Down
TRMMSCF128F931145C,2397613,John Fogerty,Blue Moon Nights
TRMMSCF128F427100A,8387057,Gold City,It's Gonna Be A Good Day
